source,division,unit,department,job_title,job_grade,job_objective,responsibility_no,responsibility
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",10,"Generates and collects source document for dispute transactions from ATM, Card Banking, International Payment Scheme, Mobile Money, merchants and third parries;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",11,"Timely follows up and settles claims from a merchant related with dispute transaction amount and fees ( if any) as per Banks procedure, Payment facilitators scheme and Third party contractual agreement;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",12,Prepares and organizes adjustment document for posting of disputed transaction;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",13,Process daily third party standing instructions on Mobile Money system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",14,Performs other duties as assigned.
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,1,Maintains a continuous follow up for settlement of the account and post transaction entries;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,2,"Generate reports from international payment scheme, Eth -switch, Mobile Money, Core Banking, Card Banking, International Money Transfer Services, Business Intelligence and third parties system for day to day activities;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,3,Reconcile POS locked transactions and forward to the concerned staff:
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,4,Check the deposited FCY amount on prepaid pool account and load to the respective prepaid card on Card banking system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,5,"Reconciles and settles acquiring and issuing Card related transactions made th rough International Scheme, Eth-switch, Mobile& Internet Banking and Mobile Money;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer I,10.0,To accomplish effective flow of the daily expected activities of reconciliation and settlement of Digital Banking Reconciliation and Dispute Management are runs as per the Banks procedure.,6,"Check and settle exception transactions, related charges and commissions/ revenue and other relevant information and informs the concerned organs;"
